0,37,24,67,73,80,53,20,88,42,85,46,29,68,55,87,66,22,15,24,18,40,55,62,29,83,78,53,38,0,27,51,78,28,28,15,48,25,19,67,35,63,59,19,20,29,62,23,49,32,26,55,38,55,5,45,50,5,1,37,85,23,60,4,72,91,59,22,33,82,74,9,95,83,95,41,41,82,70,56,55,96,85,80,47,44,39,80,93,1,3,37,31,24,15,64,67,98,10,46
0,0,24,58,31,37,3,84,55,62,74,22,54,11,91,30,26,56,74,36,21,56,75,98,48,92,14,34,17,54,42,65,7,85,35,44,24,46,27,17,78,65,54,69,19,34,93,77,47,19,21,80,90,84,30,84,53,48,16,11,28,91,27,47,79,62,63,10,9,95,18,52,85,8,88,59,2,59,11,28,78,23,92,82,13,77,4,99,57,80,51,77,64,45,28,99,44,72,25,87
0,0,0,63,16,45,30,43,83,58,96,52,47,26,34,57,25,32,73,68,79,44,91,34,20,90,35,61,96,78,70,80,20,31,22,29,7,72,81,12,4,66,72,11,97,44,50,5,1,18,1,27,18,84,30,1,98,80,88,50,20,76,14,96,16,30,5,95,39,18,86,26,49,81,78,89,2,3,86,74,54,74,47,70,48,86,87,1,18,96,22,6,62,88,86,4,83,57,76,19
0,0,0,0,20,93,41,38,95,97,14,1,33,75,0,15,94,61,40,60,18,26,47,41,35,86,55,20,7,69,35,45,49,65,61,81,79,91,59,60,81,36,52,38,54,84,68,73,90,93,19,50,6,48,93,51,44,74,91,64,5,6,95,43,55,73,94,50,69,49,45,67,40,37,0,31,17,38,71,62,31,3,81,43,50,48,61,85,63,42,75,33,78,74,99,23,6,6,14,3
0,0,0,0,0,6,29,62,28,7,82,12,5,0,66,15,50,4,37,70,64,64,62,34,24,14,26,30,13,84,28,94,85,65,50,42,39,12,0,84,69,17,72,95,78,47,23,51,8,39,47,10,78,37,95,69,82,97,76,27,84,98,45,50,92,84,93,17,31,30,40,72,12,17,68,28,87,21,80,63,48,47,82,18,52,59,55,0,91,60,69,75,47,32,84,52,13,54,44,79
0,0,0,0,0,0,16,64,96,0,8,3,36,55,52,85,62,69,61,93,24,71,57,69,43,75,24,43,37,29,19,85,12,62,11,7,86,67,19,63,51,28,54,1,61,17,53,88,17,1,6,4,84,6,26,41,80,86,0,84,36,7,13,82,93,76,82,92,19,45,76,31,11,50,91,96,18,87,65,55,82,10,40,65,97,18,87,15,49,18,56,95,26,49,49,72,78,52,31,15
0,0,0,0,0,0,0,92,83,66,80,62,66,78,4,84,82,15,35,52,77,73,21,39,15,68,29,40,33,62,66,21,58,55,68,8,93,18,37,13,46,66,55,57,36,82,95,77,79,3,66,94,98,96,10,56,57,34,14,21,34,64,76,37,53,85,39,78,80,8,28,91,49,53,22,78,80,68,52,63,48,84,69,33,96,66,25,70,76,69,22,25,61,0,23,29,19,52,23,70
0,0,0,0,0,0,0,0,81,94,38,99,72,91,7,28,19,51,87,57,7,77,96,15,32,63,15,69,61,72,94,68,38,33,25,55,9,10,73,39,91,80,92,33,53,55,4,17,64,88,60,20,70,99,20,5,40,49,28,94,93,70,79,86,68,78,89,46,37,45,88,2,63,41,23,87,35,98,6,3,5,15,4,59,51,76,94,39,9,96,98,79,25,40,34,54,93,36,96,95
0,0,0,0,0,0,0,0,0,28,77,40,45,72,73,97,99,88,82,56,19,3,85,68,36,29,89,97,91,3,26,41,57,54,78,32,47,71,57,53,99,67,10,63,44,94,83,77,52,65,94,0,93,9,95,19,74,75,59,66,11,96,16,27,19,64,69,65,45,59,32,58,38,72,30,18,59,41,96,44,60,18,70,74,68,54,92,22,7,35,25,98,96,96,57,23,71,48,64,68
0,0,0,0,0,0,0,0,0,0,58,6,25,63,9,24,72,3,89,22,23,54,26,49,45,49,89,40,90,28,54,6,4,4,39,47,3,98,60,51,66,8,36,97,81,39,85,21,53,1,62,92,86,54,24,20,72,64,95,60,76,39,58,91,23,74,21,91,71,77,79,41,68,57,65,68,54,98,29,13,32,55,34,54,23,81,77,54,18,12,16,64,66,7,64,52,36,48,12,42
0,0,0,0,0,0,0,0,0,0,0,42,92,82,51,43,53,3,93,25,48,89,24,96,95,88,51,80,88,52,40,65,65,98,61,11,74,73,71,58,25,9,13,12,29,20,48,98,9,72,10,97,13,3,7,98,0,46,42,36,3,52,69,92,79,54,36,35,9,11,93,53,52,0,13,67,14,61,67,40,47,46,47,61,5,71,97,19,3,46,86,19,48,84,53,72,33,8,86,26
0,0,0,0,0,0,0,0,0,0,0,0,2,57,48,23,66,71,63,53,94,54,21,66,61,71,77,53,32,4,33,42,69,12,36,50,88,50,19,17,67,95,25,48,57,18,35,37,56,52,31,67,29,42,22,32,89,30,22,19,17,84,51,15,26,99,58,61,16,94,92,42,64,80,10,92,84,69,46,5,80,6,20,46,45,40,98,20,94,30,9,42,18,24,23,58,18,41,96,37
0,0,0,0,0,0,0,0,0,0,0,0,0,61,50,0,37,21,50,47,19,40,40,57,34,92,83,31,43,23,6,69,93,49,86,16,30,31,62,60,14,82,69,76,85,61,4,59,8,53,67,29,48,10,94,26,57,84,59,89,49,0,78,11,67,4,19,81,70,37,3,96,5,70,88,28,7,48,78,97,51,85,57,40,95,84,45,51,62,90,75,49,91,92,96,52,82,25,35,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,59,47,30,34,71,54,83,74,67,96,74,14,83,85,88,17,13,84,14,94,77,10,19,24,52,9,71,23,98,25,88,46,73,61,45,83,22,59,58,1,72,59,77,64,44,25,7,80,39,78,36,20,95,65,28,2,67,66,96,59,84,47,68,25,70,10,22,93,16,88,17,59,15,23,32,67,75,78,78,11,27,75,38,7,62
