0,73,67,38,3,75,75,52,38,43,5,64,18,38,14,28,19,66,70,96,37,64,65,55,23,93,84,46,55,32,35,53,56,81,70,37,81,18,13,24,46,62,10,11,50,32,6,84,10,95,36,76,36,92,80,78,97,75,34,89,35,30,85,60,42,21,14,26,29,73,90,73,97,33,81,44,40,47,95,81,10,15,68,55,78,88,19,21,64,13,3,28,19,64,0,40,79,44,62,7
73,0,70,51,85,61,49,57,47,67,90,87,69,53,74,65,97,25,84,31,21,52,15,36,90,39,33,56,0,70,85,27,5,21,82,38,79,78,61,69,21,67,48,16,27,50,58,56,56,15,46,86,41,90,55,3,29,39,70,22,69,94,48,13,97,18,17,82,5,56,62,86,77,35,72,60,87,1,65,59,76,77,24,57,28,38,91,1,96,33,80,8,54,51,28,8,16,35,73,12
67,70,0,24,44,20,53,91,82,62,52,15,45,44,14,34,19,82,21,25,62,29,88,86,24,51,52,65,60,74,94,61,86,62,38,15,7,85,73,38,87,6,4,29,92,92,2,69,90,20,79,83,79,8,83,89,15,66,13,84,14,18,34,15,80,71,36,51,15,63,4,49,69,34,66,6,9,89,85,2,68,28,34,44,80,20,11,82,68,22,30,32,75,71,31,75,94,98,16,31
38,51,24,0,47,52,37,29,43,0,25,5,3,56,63,0,11,0,87,36,91,46,34,98,7,88,87,87,47,47,71,70,87,16,22,8,86,95,39,81,21,1,73,50,75,35,4,1,1,11,74,19,25,25,21,50,56,14,20,81,12,59,38,80,13,87,87,48,74,68,87,7,26,28,71,71,6,73,80,97,24,52,52,19,30,54,82,11,13,12,89,84,73,75,93,99,13,87,62,30
3,85,44,47,0,3,38,45,31,21,67,1,1,73,3,34,5,63,48,36,78,14,80,2,68,19,66,56,37,65,0,20,72,46,4,83,41,24,91,54,76,49,46,91,40,75,24,92,7,53,67,54,75,66,65,56,70,17,31,7,32,87,34,26,76,18,36,20,59,79,59,61,91,44,94,65,80,75,67,77,73,70,96,25,34,30,36,94,50,87,64,18,10,38,55,14,16,44,57,53
75,61,20,52,3,0,8,41,96,5,5,2,79,64,52,99,4,64,57,31,12,38,54,28,45,58,92,5,69,98,96,23,36,35,4,53,70,9,9,25,92,27,15,0,50,1,53,21,49,4,17,35,97,94,72,42,81,41,98,48,20,96,2,83,94,89,34,92,47,61,46,72,44,8,89,14,96,99,92,51,30,93,22,86,46,79,82,54,17,92,6,28,4,83,0,97,98,79,29,75
75,49,53,37,38,8,0,71,45,13,90,31,28,94,45,43,43,12,38,89,95,99,54,73,96,94,88,73,39,59,10,57,50,59,5,74,23,30,51,1,97,11,71,6,76,15,66,67,3,74,97,75,90,50,48,44,86,43,77,65,6,10,14,51,20,27,14,91,38,79,26,13,69,57,19,20,35,28,83,77,46,40,13,27,12,94,2,53,62,73,63,30,4,66,12,83,11,80,6,3
52,57,91,29,45,41,71,0,68,47,19,43,82,23,82,1,34,8,21,52,21,50,37,26,49,84,18,99,24,31,1,62,81,38,97,76,32,16,94,93,75,82,97,80,99,84,53,99,16,39,31,46,49,47,68,27,0,69,75,10,50,30,66,0,34,26,64,58,17,67,54,99,98,93,18,33,19,33,73,78,24,80,76,49,1,90,53,75,24,35,94,62,0,93,14,28,83,41,97,66
38,47,82,43,31,96,45,68,0,1,71,35,81,21,73,34,85,42,34,5,45,90,68,58,80,62,50,51,96,23,1,50,77,54,71,24,36,83,2,75,6,18,22,70,7,97,47,25,83,55,72,85,64,29,53,0,29,67,23,58,8,70,21,19,25,6,93,29,26,84,63,5,40,9,73,45,55,13,50,48,34,30,63,46,66,27,90,3,50,52,50,82,79,62,28,49,93,20,76,0
43,67,62,0,21,5,13,47,1,0,47,34,60,12,88,15,74,73,73,43,45,18,67,63,93,99,32,79,54,86,88,72,89,24,17,99,60,35,88,72,12,24,41,93,56,74,49,96,55,45,94,16,6,90,70,25,38,70,49,65,59,47,70,83,4,44,71,99,70,19,9,67,39,17,15,52,79,52,4,85,92,81,63,59,64,25,56,43,2,80,0,38,29,55,72,36,54,42,79,16
